,fare_amount
1805,6.377877
1806,8.346538
1807,12.773729
1808,5.362851
1809,1.7310596
1810,5.168461
1811,4.697029
1812,9.033689
1813,10.091427
1814,10.098108
1815,4.6311
1816,5.4286284
1817,9.021513
1818,18.967548
1819,4.8553476
1820,9.385008
1821,4.116644
1822,16.72003
1823,7.302059
1824,8.343102
1825,7.893931
1826,17.203224
1827,6.2622194
1828,4.690407
1829,15.693978
1830,16.447794
1831,17.376328
1832,8.555539
1833,10.709001
1834,18.483456
1835,9.249697
1836,10.345118
1837,8.288514
1838,9.041185
1839,11.806974
1840,18.850573
1841,5.986606
1842,17.025925
1843,7.3733854
1844,5.020848
1845,5.8840632
1846,9.412114
1847,6.8590693
1848,6.7885213
1849,8.394032
1850,4.4728327
1851,7.009792
1852,18.712725
1853,16.760094
1854,11.790266
1855,5.3532577
1856,13.498101
1857,15.656739
1858,12.804329
1859,12.350601
1860,12.112904
1861,6.0235147
1862,18.583847
1863,16.484644
1864,8.238999
1865,16.77763
1866,4.4728327
1867,18.712725
1868,9.870269
1869,5.1220036
1870,11.790266
1871,16.539652
1872,13.498101
1873,7.5481443
1874,14.79472
1875,7.7598095
1876,13.498101
1877,15.613983
1878,16.109743
1879,16.391272
1880,18.712725
1881,4.758599
1882,8.238999
1883,8.250687
1884,16.484644
1885,18.712725
1886,5.609597
1887,6.1757565
1888,16.109743
1889,16.760094
1890,7.993855
1891,13.498101
1892,5.2861476
1893,9.8689575
1894,12.649331
1895,14.522031
1896,9.666366
1897,13.695065
1898,17.732403
1899,8.207391
1900,9.80178
1901,10.527304
1902,12.560969
1903,18.583847
1904,13.01594
1905,12.253648
1906,17.195148
1907,4.510365
1908,5.505959
1909,15.613983
1910,12.688676
1911,8.601876
1912,16.332382
1913,8.742455
1914,7.9698834
1915,16.72014
1916,9.8689575
1917,4.787139
1918,5.135189
1919,5.736289
1920,7.9698834
1921,8.601876
1922,8.18497
1923,6.560526
1924,9.068195
1925,15.416885
1926,7.112937
1927,13.411484
1928,2.8037245
1929,12.196397
1930,7.1204205
1931,16.71803
1932,7.9698834
1933,8.207391
1934,16.962507
1935,7.1204205
1936,9.068195
1937,13.498101
1938,16.594423
1939,7.877337
1940,12.804329
1941,18.712725
1942,8.207391
1943,13.76534
1944,7.9698834
1945,7.1204205
1946,13.108286
1947,6.1757565
1948,5.609597
1949,18.712725
1950,8.601876
1951,7.009792
1952,5.609597
1953,18.712725
1954,4.4728327
1955,6.560526
1956,7.9698834
1957,15.319374
1958,10.229831
1959,18.712725
1960,8.238999
1961,7.009792
1962,8.601876
1963,14.360399
1964,7.993855
1965,13.01594
1966,18.540594
1967,18.712725
1968,16.484644
1969,14.360399
1970,16.109743
1971,15.416885
1972,5.3406568
1973,8.817853
1974,9.001361
1975,5.405724
1976,6.165315
1977,4.63871
1978,12.9011
1979,4.269
1980,7.813652
1981,7.3967614
1982,4.269
1983,4.269
1984,5.332511
1985,6.8623886
1986,8.590781
1987,4.9686427
1988,12.9011
1989,8.18646
1990,4.210008
1991,11.892044
1992,5.895307
1993,5.332511
1994,5.332511
1995,6.8623886
1996,4.269
1997,12.9011
1998,9.804123
1999,18.624445
2000,5.870268
2001,9.804123
2002,7.4041767
2003,10.286622
2004,12.9011
2005,5.347691
2006,8.5920925
2007,16.839802
2008,6.1259565
2009,18.593187
2010,6.205131
2011,7.319357
2012,5.332511
2013,12.9011
2014,6.8623886
2015,14.190528
2016,5.332511
2017,5.870268
2018,15.197013
2019,8.5920925
2020,6.209614
2021,10.286622
2022,12.9011
2023,9.26901
2024,4.118506
2025,18.593187
2026,6.8623886
2027,17.203218
2028,5.613325
2029,6.8623886
2030,18.593187
2031,9.26901
2032,6.043828
2033,9.26901
2034,4.3292656
2035,4.5151143
2036,5.870268
2037,5.870268
2038,5.895307
2039,10.215219
2040,15.174117
2041,4.5151143
2042,5.870268
2043,5.2669473
2044,4.7210617
2045,8.79658
2046,10.286622
2047,5.870268
2048,12.452188
2049,5.613325
2050,7.319357
2051,9.26901
2052,16.8889
2053,18.593187
2054,4.5436544
2055,16.839802
2056,4.5436544
2057,18.624445
2058,11.595163
2059,12.452188
2060,9.212056
2061,10.286622
2062,7.197514
2063,16.8889
2064,18.624445
2065,18.593187
2066,4.5436544
2067,7.3967614
2068,4.8969502
2069,8.590781
2070,4.5436544
2071,8.275181
2072,6.8623886
2073,10.816848
2074,6.8623886
2075,5.332511
2076,8.080772
2077,15.073479
2078,6.1259565
2079,10.215219
2080,18.593187
2081,5.254041
2082,7.5549603
2083,4.143432
2084,9.923119
2085,13.623586
2086,5.332511
2087,4.9686427
2088,4.118506
2089,18.593187
2090,5.870268
2091,12.9011
2092,18.593187
2093,15.174117
2094,6.8623886
2095,5.332511
2096,4.269
2097,5.347691
2098,8.153631
2099,13.623586
2100,14.041646
2101,5.895307
2102,4.9686427
2103,6.205131
2104,11.638623
2105,18.593187
2106,5.870268
2107,10.215219
2108,7.3733854
2109,6.0059357
2110,18.593187
2111,6.0059357
2112,8.590781
2113,5.613325
2114,10.570304
2115,18.593187
2116,18.593187
2117,8.275181
2118,4.5902853
2119,18.593187
2120,5.870268
2121,5.895307
2122,8.18646
2123,6.65335
2124,17.323961
2125,6.1259565
2126,4.9686427
2127,11.799149
2128,4.143432
2129,11.595163
2130,10.627642
2131,8.275181
2132,7.3733854
2133,7.3733854
2134,4.7210617
2135,4.269
2136,8.071558
2137,12.452188
2138,6.8623886
2139,3.1436539
2140,7.5035286
2141,6.8643436
2142,4.8487186
2143,7.3048315
2144,8.55947
2145,4.802088
2146,13.624744
2147,10.070554
2148,6.478037
2149,7.0209856
2150,7.3053617
2151,18.292667
2152,10.825195
2153,18.292667
2154,5.0698276
2155,6.399357
2156,15.805329
2157,15.257329
2158,7.3817725
2159,18.206274
2160,7.3817725
2161,9.425836
2162,5.5499644
2163,16.619837
2164,8.629196
2165,6.366925
2166,18.637625
2167,11.841019
2168,12.480413
2169,6.4948387
2170,13.251442
2171,16.466715
2172,5.9763694
2173,13.514064
2174,8.030617
2175,17.27899
2176,2.8318105
2177,6.438946
2178,7.2150397
2179,5.846077
2180,5.846077
2181,7.2340493
2182,7.2340493
2183,18.751608
2184,5.477583
2185,9.674016
2186,4.707228
2187,6.5355005
2188,4.609654
2189,5.168461
2190,9.041185
2191,1.7310596
2192,9.113986
2193,12.2420025
2194,12.795319
2195,11.105968
2196,7.3705883
2197,10.182107
2198,18.371067
2199,5.9886246
2200,10.420064
2201,6.234503
2202,8.805406
2203,6.377877
2204,9.633676
2205,11.077623
2206,11.577747
2207,20.298595
2208,11.451558
2209,9.226603
2210,6.302997
2211,6.4626446
2212,5.0518594
2213,4.463719
2214,5.298826
2215,5.298826
2216,10.038365
2217,15.920462
2218,5.1783643
2219,7.881651
2220,5.8184686
2221,18.980007
2222,12.584265
2223,5.5528345
2224,8.200199
2225,14.937582
2226,7.372009
2227,9.4345665
2228,9.673346
2229,7.509182
2230,10.58183
2231,6.4012055
2232,7.3477607
2233,9.3872595
2234,7.0893784
2235,18.955969
2236,7.3477607
2237,15.7811985
2238,6.2262497
2239,13.752907
2240,11.198997
2241,5.486247
2242,14.078301
2243,7.826289
2244,6.743165
2245,16.535763
2246,18.955969
2247,4.255366
2248,9.464664
2249,8.605766
2250,11.403707
2251,14.2393
2252,19.133368
2253,19.255978
2254,11.314661
2255,7.0893784
2256,7.9323254
2257,9.464664
2258,4.255366
2259,13.155441
2260,19.133368
2261,6.3762712
2262,5.310359
2263,7.3477607
2264,11.965702
2265,5.8401628
2266,7.0893784
2267,7.0893784
2268,7.7859135
2269,9.464664
2270,4.709622
2271,8.605766
2272,19.390131
2273,11.883994
2274,9.824223
2275,15.504591
2276,17.842823
2277,5.068997
2278,13.155441
2279,9.483164
2280,10.062548
2281,7.1480474
2282,7.7859135
2283,5.486247
2284,19.133368
2285,17.103703
2286,11.883994
2287,10.062548
2288,9.824964
2289,4.823109
2290,16.946362
2291,10.082253
2292,9.824223
2293,7.826289
2294,11.213221
2295,7.3477607
2296,8.605766
2297,19.133368
2298,7.3477607
2299,19.133368
2300,7.9323254
2301,11.840735
2302,9.039727
2303,8.85183
2304,11.883994
2305,7.1480474
2306,7.826289
2307,6.743165
2308,6.526085
2309,7.826289
2310,18.288935
2311,7.826289
2312,6.526085
2313,16.535763
2314,17.548542
2315,11.198997
2316,8.9693575
2317,4.709622
2318,6.6631465
2319,9.638317
2320,5.4766207
2321,8.339776
2322,6.6631465
2323,6.526085
2324,11.198997
2325,19.133368
2326,18.955969
2327,12.785544
2328,6.743165
2329,8.9693575
2330,7.7859135
2331,11.314661
2332,11.131819
2333,7.7859135
2334,12.492203
2335,7.3477607
2336,7.3477607
2337,4.841317
2338,4.823109
2339,13.383192
2340,19.133368
2341,7.3477607
2342,9.824964
2343,10.062548
2344,4.8439994
2345,5.097537
2346,7.3477607
2347,7.9323254
2348,5.6968417
2349,9.40968
2350,9.824223
2351,19.133368
2352,7.9323254
2353,9.824964
2354,4.823109
2355,6.526085
2356,14.078301
2357,8.924302
2358,16.50211
2359,5.917437
2360,5.917437
2361,10.656536
2362,10.062548
2363,6.2262497
2364,4.255366
2365,5.7421117
2366,11.965702
2367,8.339776
2368,8.605766
2369,4.8439994
2370,15.464121
2371,8.9797325
2372,6.5700116
2373,9.398054
2374,12.642522
2375,5.4626555
2376,18.593214
2377,8.086441
2378,8.810753
2379,16.120457
2380,6.1051626
2381,7.379386
2382,4.590539
2383,12.334444
2384,6.380972
2385,6.380972
2386,10.541514
2387,7.1547656
2388,9.14405
2389,9.891724
2390,18.3352
2391,16.534977
2392,6.5455794
2393,5.753821
2394,18.222239
2395,18.3352
2396,5.753821
2397,6.6179147
2398,4.6170306
2399,6.0350986
2400,12.938756
2401,10.541514
2402,18.3352
2403,16.85558
2404,18.3352
2405,11.028553
2406,9.891724
2407,18.3352
2408,5.753821
2409,18.222239
2410,11.8682165
2411,7.9911904
2412,5.753821
2413,13.628555
2414,11.946719
2415,5.1416645
2416,8.516139
2417,5.6085086
2418,18.222239
2419,18.3352
2420,18.222239
2421,7.9911904
2422,8.453957
2423,18.3352
2424,7.1547656
2425,9.238134
2426,10.028735
2427,5.1416645
2428,8.477876
2429,9.51741
2430,18.3352
2431,8.477876
2432,4.5403786
2433,11.442641
2434,9.891724
2435,17.80509
2436,7.9212503
2437,18.3352
2438,5.6869783
2439,17.465769
2440,15.310892
2441,13.352969
2442,18.3352
2443,8.883949
2444,6.380972
2445,6.380972
2446,18.3352
2447,18.3352
2448,6.4910583
2449,12.424913
2450,4.6170306
2451,6.0350986
2452,9.238134
2453,13.628555
2454,5.6869783
2455,18.3352
2456,13.46805
2457,16.85558
2458,7.9986567
2459,18.3352
2460,9.891724
2461,14.282326
2462,5.2022295
2463,12.501039
2464,7.008469
2465,18.3352
2466,4.6170306
2467,13.352969
2468,4.9754024
2469,12.810076
2470,10.491251
2471,15.310892
2472,7.402417
2473,2.698865
2474,12.938756
2475,11.8682165
2476,13.807028
2477,7.2649846
2478,18.3352
2479,18.3352
2480,13.352969
2481,6.6179147
2482,11.010605
2483,11.8682165
2484,5.3095884
2485,6.8643436
2486,6.0588474
2487,18.597286
2488,10.403923
2489,6.420781
2490,6.735016
2491,18.24938
2492,5.613325
2493,7.805254
2494,7.805254
2495,6.1426544
2496,15.579226
2497,17.48395
2498,10.987069
2499,4.7078037
2500,6.1600327
2501,6.4512115
2502,20.463709
2503,8.630869
2504,5.2541223
2505,7.4790435
2506,7.677457
2507,5.5392776
2508,8.587963
2509,7.489832
2510,9.019611
2511,10.366937
2512,9.687127
2513,2.2978866
2514,5.0077972
2515,11.038381
2516,12.434486
2517,9.676882
2518,9.25949
2519,8.913227
2520,7.936092
2521,11.652981
2522,6.577686
2523,5.45228
2524,11.39312
2525,7.353515
2526,4.514863
2527,5.920004
2528,4.5704103
2529,5.317112
2530,5.3821073
2531,4.9406977
2532,13.223007
2533,9.543097
2534,6.9194145
2535,9.543097
2536,4.287727
2537,5.9181867
2538,8.62825
2539,6.0288153
2540,5.3821073
2541,17.454119
2542,14.849183
2543,10.437206
2544,8.62825
2545,7.903641
2546,9.375272
2547,14.362085
2548,4.8956485
2549,5.9181867
2550,9.375272
2551,6.422842
2552,6.305261
2553,6.4953146
2554,4.990153
2555,5.366927
2556,17.454119
2557,15.733769
2558,10.437206
2559,17.454119
2560,7.4966288
2561,14.5475445
2562,16.3474
2563,4.905275
2564,12.802464
2565,4.2628007
2566,7.903641
2567,6.710376
2568,4.8956485
2569,17.412569
2570,5.9181867
2571,17.412569
2572,14.287675
2573,6.9194145
2574,8.910341
2575,11.678553
2576,9.375272
2577,7.4966288
2578,10.437206
2579,7.4304113
2580,4.5704103
2581,4.5704103
2582,4.287727
2583,9.48416
2584,4.9406977
2585,10.56726
2586,8.696739
2587,10.437206
2588,4.2628007
2589,4.295756
2590,10.437206
2591,8.641271
2592,5.9181867
2593,6.305261
2594,4.287727
2595,6.0383415
2596,11.87309
2597,5.3684034
2598,6.305261
2599,4.905275
2600,17.454119
2601,17.35805
2602,5.366927
2603,8.173224
2604,5.366927
2605,15.387194
2606,6.305261
2607,11.87309
2608,4.7290664
2609,5.6477413
2610,14.006713
2611,4.5704103
2612,5.2884574
2613,12.802464
2614,8.258528
2615,4.295756
2616,6.305261
2617,10.56726
2618,4.524413
2619,15.387194
2620,9.48416
2621,4.2628007
2622,5.9181867
2623,5.3746867
2624,5.729007
2625,5.4691334
2626,4.551071
2627,14.160673
2628,20.374146
2629,7.339705
2630,18.443464
2631,10.284178
2632,8.175091
2633,17.189434
2634,7.634877
2635,15.77116
2636,4.4509945
2637,4.525264
2638,9.799059
2639,7.911637
2640,4.352274
2641,5.115032
2642,8.426461
2643,7.782861
2644,9.225421
2645,16.272383
2646,7.4315915
2647,15.629471
2648,9.891724
2649,12.501039
2650,6.1017823
2651,19.092968
2652,12.380295
2653,19.092968
2654,19.092968
2655,13.772522
2656,10.481631
2657,5.174056
2658,19.092968
2659,19.092968
2660,4.8977737
2661,8.122549
2662,5.8184686
2663,13.475247
2664,6.484859
2665,17.636696
2666,6.23745
2667,8.630943
2668,6.595413
2669,7.334801
2670,5.405724
2671,17.79218
2672,16.84687
2673,5.702182
2674,7.175748
2675,2.9045444
2676,7.925466
2677,15.956121
2678,15.062874
2679,10.282878
2680,8.942622
2681,5.395225
2682,14.984236
2683,5.655151
2684,11.9047985
2685,5.9120936
2686,6.8689475
2687,7.2575665
2688,6.387562
2689,10.031838
2690,9.060901
2691,5.7214937
2692,8.383225
2693,7.4293194
2694,16.673546
2695,7.6390023
2696,12.624002
2697,5.210199
2698,8.707241
2699,20.13386
2700,5.5196886
2701,4.395506
2702,7.002302
2703,7.480772
2704,9.520784
2705,17.476902
2706,13.679914
2707,15.071324
2708,12.003934
2709,8.218499
2710,11.843257
2711,6.024887
2712,8.119048
2713,8.6423
2714,13.357415
2715,12.590186
2716,6.0807614
2717,16.059769
2718,18.525635
2719,4.640316
2720,6.1139545
2721,7.5014925
2722,11.50264
2723,7.8550243
2724,10.542014
2725,6.919705
2726,11.736999
2727,8.955268
2728,5.861094
2729,7.849452
2730,5.6978564
2731,3.2430398
2732,19.112988
2733,12.021671
2734,19.112988
2735,11.841019
2736,7.003575
2737,5.905487
2738,10.740202
2739,18.586536
2740,16.054022
2741,5.905487
2742,17.203224
2743,8.815978
2744,18.248278
2745,6.024206
2746,7.484073
2747,6.557203
2748,7.7204943
2749,17.22147
2750,16.614664
2751,5.3683157
2752,14.750024
2753,16.5743
2754,9.910386
2755,4.7293863
2756,9.152835
2757,13.464284
2758,17.39937
2759,15.830562
2760,8.085529
2761,8.492874
2762,8.085529
2763,8.683418
2764,18.145554
2765,14.880266
2766,10.560278
2767,5.5533485
2768,5.5533485
2769,12.519035
2770,18.485905
2771,7.442269
2772,8.517457
2773,13.474256
2774,9.601017
2775,9.912023
2776,10.522548
2777,5.495136
2778,12.093563
2779,5.233951
2780,5.5304084
2781,17.674395
2782,9.919749
2783,4.3959703
2784,10.219712
2785,5.3363123
2786,8.117502
2787,10.231985
2788,10.024899
2789,12.459799
2790,13.343617
2791,10.556614
2792,14.607864
2793,4.806394
2794,9.154389
2795,6.60553
2796,6.424548
2797,8.704797
2798,11.920028
2799,6.9779463
2800,5.0321774
2801,15.216851
2802,14.033384
2803,8.818864
2804,8.15513
2805,9.590535
2806,5.2835684
2807,9.155273
2808,5.2223253
2809,5.5742564
2810,7.9416523
2811,12.853781
2812,19.821321
2813,9.9709
2814,7.3705907
2815,8.070886
2816,4.7762065
2817,17.260836
2818,12.703799
2819,9.344047
2820,6.5340223
2821,7.0522585
2822,8.580813
2823,6.0593524
2824,4.9386234
2825,16.331158
2826,6.8777227
2827,8.115942
2828,8.640464
2829,16.167404
2830,12.703799
2831,4.5917664
2832,5.1514454
2833,8.580813
2834,7.4551
2835,18.925945
2836,6.5340223
2837,9.880779
2838,18.925945
2839,10.719079
2840,5.684425
2841,9.880779
2842,10.719079
2843,18.925945
2844,14.240745
2845,18.925945
2846,9.963606
2847,17.629045
2848,10.790503
2849,7.888935
2850,7.6903744
2851,12.090775
2852,5.3495708
2853,9.08465
2854,6.3426657
2855,8.0925665
2856,8.104254
2857,11.692252
2858,6.5340223
2859,9.893367
2860,7.0522585
2861,18.925945
2862,4.9386234
2863,5.7780747
2864,9.989276
2865,10.790235
2866,8.580813
2867,14.240745
2868,4.5917664
2869,8.115942
2870,8.604664
2871,6.708171
2872,4.5917664
2873,6.9613805
2874,14.240745
2875,5.1514454
2876,5.7780747
2877,4.5917664
2878,10.7904825
2879,8.580813
2880,5.7780747
2881,9.989276
2882,4.748924
2883,5.7628946
2884,18.925945
2885,8.0925665
2886,5.3273335
2887,4.6745925
2888,18.925945
2889,10.374701
2890,16.391346
2891,6.3426657
2892,6.3426657
2893,10.719079
2894,6.0593524
2895,5.7628946
2896,9.989276
2897,10.768308
2898,8.640464
2899,9.963606
2900,7.6903744
2901,12.399812
2902,18.925945
2903,5.1514454
2904,6.8777227
2905,9.030406
2906,9.342735
2907,12.250151
2908,5.317707
2909,5.697331
2910,12.090775
2911,7.0522585
2912,18.925945
2913,5.684425
2914,4.9100833
2915,5.3273335
2916,5.1514454
2917,18.925945
2918,4.63807
2919,4.7242346
2920,9.030406
2921,17.717495
2922,10.7904825
2923,17.737318
2924,10.7904825
2925,9.963606
2926,11.886789
2927,5.3495708
2928,10.445735
2929,18.925945
2930,8.640464
2931,18.253761
2932,7.6903744
2933,18.225311
2934,11.466522
2935,17.528442
2936,8.37343
2937,5.7628946
2938,5.7628946
2939,6.5340223
2940,8.580813
2941,7.4551
2942,9.989276
2943,9.342735
2944,6.834539
2945,15.903632
2946,4.9100833
2947,10.7904825
2948,7.891171
2949,19.424543
2950,4.707819
2951,18.381186
2952,4.4016213
2953,9.019611
2954,13.155224
2955,7.361819
2956,7.46292
2957,9.176204
2958,7.4471235
2959,4.237008
2960,18.307625
2961,10.192291
2962,4.8895802
2963,4.6914544
2964,9.227654
2965,9.005509
2966,15.172918
2967,6.013423
2968,12.889231
2969,5.869499
2970,8.170324
2971,10.143341
2972,5.23734
2973,10.143341
2974,8.528372
2975,4.9390354
2976,6.44078
2977,4.478633
2978,4.8895802
2979,12.154852
2980,16.863012
2981,18.307625
2982,7.8607025
2983,6.357123
2984,5.869499
2985,4.8577166
2986,6.9609313
2987,6.483052
2988,8.528372
2989,6.9609313
2990,5.5861855
2991,6.9609313
2992,5.5861855
2993,9.155273
2994,8.497626
2995,5.304908
2996,8.658982
2997,7.8620014
2998,5.5861855
2999,8.6514845
3000,7.376716
3001,5.5861855
3002,5.3029037
3003,16.863012
3004,7.439625
3005,6.013423
3006,5.3029037
3007,8.220235
3008,6.483052
3009,8.497626
3010,5.869499
3011,7.470416
3012,9.336544
3013,10.403842
3014,4.6914544
3015,5.869499
3016,4.867343
3017,4.6914544
3018,5.304908
3019,4.300503
3020,6.067944
3021,4.2619343
3022,7.4080167
3023,4.8577166
3024,5.5861855
3025,18.307625
3026,5.5861855
3027,12.613645
3028,18.252567
3029,8.909188
3030,5.884819
3031,4.5160217
3032,5.3029037
3033,7.463001
3034,7.8644643
3035,18.307625
3036,5.3029037
3037,6.9849024
3038,5.3029037
3039,11.998248
3040,8.061503
3041,6.067944
3042,12.613645
3043,6.187571
3044,18.252567
3045,8.909188
3046,8.566115
3047,7.470416
3048,4.478633
3049,6.013423
3050,11.634902
3051,6.9609313
3052,18.307625
3053,6.483052
3054,7.1316185
3055,11.23638
3056,9.227654
3057,7.376716
3058,11.998248
3059,7.1316185
3060,10.593048
3061,10.214745
3062,6.067944
3063,16.863012
3064,6.483052
3065,11.634902
3066,5.5861855
3067,18.307625
3068,8.566115
3069,6.7833242
3070,6.9609313
3071,8.6514845
3072,7.8620014
3073,11.998248
3074,4.9390354
3075,7.8620014
3076,18.252567
3077,6.9609313
3078,5.3029037
3079,9.733245
3080,5.5861855
3081,6.067944
3082,4.9390354
3083,9.155273
3084,7.8644643
3085,9.227654
3086,6.187571
3087,5.869499
3088,10.143341
3089,5.869499
3090,7.896381
3091,7.304021
3092,8.636405
3093,13.557852
3094,5.958578
3095,18.53537
3096,18.482382
3097,5.405724
3098,15.703381
3099,8.932872
3100,16.44578
3101,8.597766
3102,6.165315
3103,5.405724
3104,17.390678
3105,5.5528345
3106,7.2572865
3107,9.452971
3108,6.1017823
3109,6.484859
3110,13.695065
3111,4.2551503
3112,7.8443146
3113,10.415744
3114,11.595163
3115,7.1791997
3116,17.346958
3117,7.569995
3118,8.448277
3119,7.641658
3120,18.900866
3121,19.601736
3122,19.613789
3123,8.737431
3124,14.220672
3125,7.5934534
3126,5.4177027
3127,15.06966
3128,13.521129
3129,11.994756
3130,12.666661
3131,15.424584
3132,9.40005
3133,7.526296
3134,12.282558
3135,16.715443
3136,8.542132
3137,4.7793965
3138,7.641658
3139,5.8821244
3140,18.900866
3141,9.4393835
3142,11.629642
3143,17.39069
3144,10.239865
3145,7.9429717
3146,8.500707
3147,12.041386
3148,7.6583195
3149,17.15445
3150,7.405892
3151,19.182314
3152,13.016891
3153,6.323221
3154,6.323221
3155,16.240114
3156,14.056618
3157,8.766011
3158,6.0550165
3159,6.0550165
3160,8.503547
3161,7.306307
3162,15.920838
3163,6.3300166
3164,14.605833
3165,9.977187
3166,7.4471235
3167,7.397266
3168,11.5138035
3169,10.401638
3170,11.942401
3171,10.54769
3172,10.101395
3173,8.707986
3174,10.053169
3175,8.8055105
3176,5.8422856
3177,6.886767
3178,4.54187
3179,5.1257844
3180,7.722857
3181,17.542753
3182,10.47116
3183,8.737077
3184,5.3952236
3185,19.182314
3186,8.945111
3187,18.482382
3188,15.012363
3189,13.515942
3190,7.6768746
3191,4.1379886
3192,17.290344
3193,8.203213
3194,7.6528707
3195,6.707501
3196,9.268177
3197,10.976481
3198,10.55413
3199,5.025484
3200,19.59262
3201,6.30932
3202,12.184948
3203,8.48599
3204,8.709265
3205,3.93301
3206,5.717678
3207,18.97287
3208,8.374826
3209,9.79648
3210,7.7991
3211,10.346811
3212,14.977955
3213,7.3987713
3214,10.194315
3215,10.194315
3216,5.1416135
3217,8.974838
3218,8.180959
3219,8.682796
3220,19.521343
3221,17.994677
3222,5.2411427
3223,5.197446
3224,7.2032647
3225,9.1814375
3226,6.865052
3227,5.960594
3228,11.639022
3229,15.053004
3230,20.25378
3231,9.382527
3232,10.167616
3233,1.7800779
3234,5.029325
3235,7.4994617
3236,10.420107
3237,8.139667
3238,7.705379
3239,7.0487504
3240,5.7084527
3241,12.865542
3242,7.3817725
3243,15.487265
3244,5.534044
3245,5.455574
3246,11.252292
3247,8.89932
3248,5.5753336
3249,4.4080086
3250,6.251307
3251,7.5690074
3252,11.540166
3253,6.7324386
3254,5.6936016
3255,9.36413
3256,7.6694393
3257,5.77362
3258,9.174459
3259,6.6056914
3260,10.148752
3261,7.3043623
3262,6.7370663
3263,11.643829
3264,4.4327984
3265,4.927647
3266,20.220934
3267,6.0694294
3268,5.5636263
3269,8.471582
3270,10.104706
3271,7.0419044
3272,5.5636263
3273,4.927647
3274,8.401471
3275,20.25378
3276,20.25378
3277,15.826754
3278,4.876684
3279,7.892401
3280,6.712027
3281,4.855795
3282,17.688179
3283,5.554
3284,6.147899
3285,20.220934
3286,20.25378
3287,12.547127
3288,17.113478
3289,5.7216697
3290,11.138284
3291,11.793689
3292,18.30081
3293,18.617718
3294,6.712027
3295,13.235886
3296,8.750882
3297,4.935676
3298,6.847695
3299,6.9582467
3300,13.888925
3301,14.473472
3302,6.147899
3303,9.572646
3304,5.1817904
3305,11.095515
3306,8.545735
3307,20.25378
3308,4.927647
3309,20.25378
3310,8.600719
3311,17.627731
3312,11.818311
3313,7.37624
3314,20.25378
3315,5.771125
3316,6.7370663
3317,4.935676
3318,9.227437
3319,12.978417
3320,12.147193
3321,4.902721
3322,6.7370663
3323,17.052954
3324,13.888925
3325,6.847695
3326,6.847695
3327,13.07536
3328,20.25378
3329,5.554
3330,14.473472
3331,7.160124
3332,14.473472
3333,4.696057
3334,12.539154
3335,13.888925
3336,18.114687
3337,12.625629
3338,8.065863
3339,7.37624
3340,17.842735
3341,9.572646
3342,17.052954
3343,7.160124
3344,6.876118
3345,12.978417
3346,8.065863
3347,20.220934
3348,10.584094
3349,11.643829
3350,4.855795
3351,11.161329
3352,4.927647
3353,17.508442
3354,20.25378
3355,11.643829
3356,20.25378
3357,9.942944
3358,18.007477
3359,15.195957
3360,9.572646
3361,14.473472
3362,6.712027
3363,5.888026
3364,14.473472
3365,8.471582
3366,7.0995865
3367,6.8099294
3368,9.141169
3369,11.643829
3370,5.7216697
3371,8.065863
3372,10.584094
3373,7.7731485
3374,5.5636263
3375,5.771125
3376,12.978417
3377,7.160124
3378,10.104706
3379,9.8744545
3380,6.7370663
3381,6.4287133
3382,9.287087
3383,20.25378
3384,9.227437
3385,9.742143
3386,20.25378
3387,9.941632
3388,8.600719
3389,11.572426
3390,6.1630793
3391,8.577344
3392,9.509189
3393,20.25378
3394,20.25378
3395,13.235886
3396,9.887475
3397,11.818311
3398,9.227437
3399,14.473472
3400,4.927647
3401,8.924648
3402,20.298595
3403,8.186423
3404,8.467707
3405,20.298595
3406,13.809104
3407,8.186423
3408,20.298595
3409,6.9289956
3410,20.298595
3411,9.848692
3412,8.764366
3413,12.692143
3414,13.58796
3415,10.633773
3416,20.298595
3417,8.904944
3418,9.91587
3419,20.298595
3420,9.152125
3421,20.298595
3422,7.3415604
3423,10.7927885
3424,8.093879
3425,11.643441
3426,16.269075
3427,17.891241
3428,13.09041
3429,5.800918
3430,7.275044
3431,10.000742
3432,4.6409836
3433,8.050776
3434,20.298595
3435,6.0427575
3436,10.116501
3437,8.186423
3438,14.853455
3439,7.5649056
3440,4.864291
3441,20.16358
3442,8.92465
3443,16.711275
3444,9.145383
3445,6.764457
3446,8.567209
3447,20.298595
3448,7.5649056
3449,8.005719
3450,16.711275
3451,5.3982024
3452,17.532862
3453,20.16358
3454,8.186423
3455,15.352436
3456,14.175894
3457,6.0718007
3458,14.831825
3459,12.956127
3460,11.216056
3461,5.559049
3462,17.48395
3463,7.9123683
3464,6.83582
3465,7.2929826
3466,8.679147
3467,11.749302
3468,9.251514
3469,5.5514874
3470,6.375994
3471,5.5354695
3472,9.29266
3473,10.616095
3474,7.211824
3475,5.95964
3476,4.245957
3477,13.589042
3478,18.265774
3479,6.0981717
3480,5.814858
3481,12.898181
3482,6.953411
3483,9.200957
3484,11.692406
3485,11.692406
3486,13.79967
3487,10.976649
3488,9.2838335
3489,6.427763
3490,7.354919
3491,5.753652
3492,7.031682
3493,18.348833
3494,8.052963
3495,9.364408
3496,5.5158515
3497,5.703279
3498,7.6139965
3499,4.9852185
3500,12.769244
